"ID","Data_paper","Data_paper_ID","Site","Subsite","Latitude","Longitude","LatLonAdjusted","Country","MAT_C","MAP_mm","Biome","Soil_N","Soil_pH","Soil_CEC","Soil_sand_pct","Soil_silt_pct","Soil_clay_pct","Soil_texture_index","Forest_age","Successional_stage","Forest_age_group","Forest_description","Disturbance_note","Dominant_species","Leaf_type","Sampling_interval","Sampling_duration","Sampling_area_ha","Sampling_frequency","Trap_area_m2","N_Traps","Leaf_flux_Mghayr","Repro_flux_Mghayr","R..R.L.","Primary_Reference","Supplementary_References","Site_soil_total_P","Site_soil_N","Site_soil_pH","Site_soil_CEC","Site_soil_sand","Site_soil_clay","Site_soil_silt","Reference_soils","site_soil_data"
142,NA,NA,"PANAMA_TRANSECT","PARQUE_METROPOLITANO",8.99459,-79.543,0,"Panama",26.71249962,2447,"Tropical",1.495,5.3,12.65,18.96666667,31.4,36.2,-0.646376066,NA,"old-growth","old","old growth lowland tropical forest",NA,NA,"broadleaf","2001-2002",1,1,"monthly",0.25,10,9.47,0.94,0.090297791,"Chave et al., 2010","Santiago et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
143,NA,NA,"PANAMA_TRANSECT","PIPELINE_RD",9.2172,-79.7958,0,"Panama",26.32500076,2253,"Tropical",2.26,5.2,13.73333333,31.66666667,25.88333333,30.9,0.024508419,NA,"old-growth","old","old growth lowland tropical forest",NA,NA,"broadleaf","2001-2002",1,1,"monthly",0.25,10,6.33,1.4,0.181112549,"Chave et al., 2010","Santiago et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,"PANAMA_TRANSECT","FORT_SHERMAN",9.27975,-79.9829,0,"Panama",25.97500038,2399,"Tropical",1.71,5.2,10.38333333,29.56666667,29.71666667,27.58333333,0.069435875,NA,"old-growth","old","old growth lowland tropical forest",NA,NA,"broadleaf","2001-2002",1,1,"monthly",0.25,10,6.45,1.79,0.21723301,"Chave et al., 2010","Santiago et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,NA,NA,"PANAMA_TRANSECT","SANTA_RITA",9.35822,-79.7481,0,"Panama",25.44583321,2467,"Tropical",2.063333333,5.2,9.95,28.93333333,26.2,38.03333333,-0.273468635,NA,"old-growth","old","old growth lowland tropical forest",NA,NA,"broadleaf","2001-2002",1,1,"monthly",0.25,10,6.74,0.64,0.086720867,"Chave et al., 2010","Santiago et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,"PISTE_SAINTELIE","PSE",5.33,-54,0,"French Guiana",26.10833359,2438,"Tropical",1.091666667,4.283333333,8.05,40.46666667,11.38333333,33,0.203971028,NA,"old-growth","old","old growth tropical forest",NA,NA,"broadleaf","1978-1981",3,1,"monthly",1,60,5.31,0.9,0.144927536,"Chave et al., 2010","Puig and Delobelle, 1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,"SAN_CARLOS","TALL_FOREST",1.9,-67.1,0,"Venezuela",26.17916679,3463,"Tropical",1.5,4.383333333,7.533333333,62.03333333,13.3,17.16666667,1.284702356,NA,"old-growth","old","tierra firme mixed forest",NA,NA,"broadleaf","1980-1981",1,0.04,"weekly",0.5,10,7.57,0.4,0.050188206,"Chave et al., 2010","Cuevas and Medina, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,"SAN_CARLOS","CAATINGA",1.9,-67.1,0,"Venezuela",26.17916679,3463,"Tropical",1.5,4.383333333,7.533333333,62.03333333,13.3,17.16666667,1.284702356,NA,"secondary","mid","tall caatinga forest",NA,NA,"broadleaf","1980-1981",1,0.04,"weekly",0.5,10,3.99,0.21,0.05,"Chave et al., 2010","Cuevas and Medina, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
149,NA,NA,"POACHERS","PP_1",9.28,-79.8,0,"Panama",26.22083282,2500,"Tropical",2.03,5.183333333,8.35,31.26666667,27.9,35.81666667,-0.135860767,NA,"old-growth","old","old growth tropical forest",NA,NA,"broadleaf","1988-1992",5,NA,NA,0.25,15,7.53,0.76,0.091676719,"Chave et al., 2010","Leigh et al., 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,"POACHERS","PP_2",9.28,-79.8,0,"Panama",26.22083282,2500,"Tropical",2.03,5.183333333,8.35,31.26666667,27.9,35.81666667,-0.135860767,NA,"old-growth","old","old growth tropical forest",NA,NA,"broadleaf","1988-1992",5,NA,NA,0.25,15,7.69,1.63,0.174892704,"Chave et al., 2010","Leigh et al., 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,NA,NA,"POACHERS","PP_3",9.28,-79.8,0,"Panama",26.22083282,2500,"Tropical",2.03,5.183333333,8.35,31.26666667,27.9,35.81666667,-0.135860767,NA,"old-growth","old","old growth tropical forest",NA,NA,"broadleaf","1988-1992",5,NA,NA,0.25,15,7.14,1.02,0.125,"Chave et al., 2010","Leigh et al., 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,NA,NA,"POACHERS","PP_4",9.28,-79.8,0,"Panama",26.22083282,2500,"Tropical",2.03,5.183333333,8.35,31.26666667,27.9,35.81666667,-0.135860767,NA,"old-growth","old","old growth tropical forest",NA,NA,"broadleaf","1988-1992",5,NA,NA,0.25,15,6.87,1.02,0.129277567,"Chave et al., 2010","Leigh et al., 1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,"PODOCARPUS_NATIONAL_PARK","PREMONTANE_1050",-4.11,-78.977,0,"Ecuador",20.10000038,973,"Tropical",2.338333333,5.4,21.18333333,41.61666667,23.63333333,23.56666667,0.568667444,NA,"old-growth","old","tropical montane forest",NA,NA,"broadleaf","2003-2004",1,0.04,"three-weekly",0.25,12,5.05,0.91,0.152684564,"Moser et al., 2011","",NA,NA,3.94,NA,NA,NA,NA,"Moser et al., 2011",1
154,NA,NA,"PODOCARPUS_NATIONAL_PARK","PREMONTANE_1540",-4.1,-78.97,0,"Ecuador",21.02083397,1096,"Tropical",2.39,5.4,16.7,36.46666667,29.33333333,21.68333333,0.519854685,NA,"old-growth","old","tropical montane forest",NA,NA,"broadleaf","2003-2004",1,0.04,"three-weekly",0.25,12,5.06,0.43,0.078324226,"Moser et al., 2011","",NA,NA,3.9,NA,NA,NA,NA,"Moser et al., 2011",1
155,NA,NA,"RESERVA_BIOLOGICA_SANFRANCISCO","MONTANE_1890",-3.98,-79.08,0,"Ecuador",16.86666679,827,"Tropical",2.625,5.616666667,20.73333333,41.76666667,28.46666667,16.9,0.904784951,NA,"old-growth","old","tropical montane forest",NA,NA,"broadleaf","2003-2004",1,0.04,"six-weekly",0.25,12,4.96,0.36,0.067669173,"Moser et al., 2011","",NA,NA,3.5,NA,NA,NA,NA,"Moser et al., 2011",1
156,NA,NA,"RESERVA_BIOLOGICA_SANFRANCISCO","MONTANE_2380",-3.98,-79.08,0,"Ecuador",16.86666679,827,"Tropical",2.625,5.616666667,20.73333333,41.76666667,28.46666667,16.9,0.904784951,NA,"old-growth","old","tropical montane forest",NA,NA,"broadleaf","2003-2004",1,0.04,"six-weekly",0.25,12,2.64,0.11,0.04,"Moser et al., 2011","",NA,NA,3.26,NA,NA,NA,NA,"Moser et al., 2011",1
157,NA,NA,"CAJANUMA","UPPERMONTANE_3060",-4.31,-79.18,0,"Ecuador",17.95416641,1043,"Tropical",1.933333333,6,24.53333333,37.13333333,33.55,21.06666667,0.566823026,NA,"old-growth","old","tropical montane forest",NA,NA,"broadleaf","2003-2004",1,0.04,"six-weekly",0.25,12,1.79,0.07,0.037634409,"Moser et al., 2011","",NA,NA,2.86,NA,NA,NA,NA,"Moser et al., 2011",1
158,NA,NA,"WALKER_BRANCH","WB_1",35.958333,-84.2875,0,"USA",13.91666698,1234,"Temperate",1.001666667,5.1,9,24.01666667,39.63333333,24.56666667,-0.022642477,60,"late-successional","mid","temperate seasonal forest","farming, grazing until ~ 1940","Quercus alba, Quercus prinus, Acer rubrum","broadleaf","1992-2000",8,NA,"seasonally",0.2014,147,5.106382979,0.234042553,0.043824701,"Hanson et al., 2003","Curtis et al., 2002",NA,NA,4,NA,34,63,3,"Curtis et al., 2002",1
159,NA,NA,"CALAKMUL","YSF_5YR",18.6201,-89.507,0,"Mexico",24.67916679,1005,"Tropical",1.818333333,7.65,22.5,29.58333333,15.03333333,54.46666667,-0.610377754,5,"secondary","young","semi-evergreen tropical forest","previous agriculture (slash and burn)","Hampea trilobata Standl. (d), Piscidia piscipula (L.) Sarg. (d), and Chrysophyllum mexicanum Brandegee ex Standl.","broadleaf","2012-2014",2,NA,"bi-weekly",0.5,12,4.7489,0.2048,0.041342835,"Aryal et al., 2015","Aryal et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
160,NA,NA,"CALAKMUL","MSF_10YR",18.6201,-89.507,0,"Mexico",24.67916679,1005,"Tropical",1.818333333,7.65,22.5,29.58333333,15.03333333,54.46666667,-0.610377754,10,"secondary","young","semi-evergreen tropical forest","previous agriculture (slash and burn)","Lonchocarpus xuul Lundell (u), Croton icche Lundell (d), Coccoloba reflexiflora Standl.","broadleaf","2012-2014",2,NA,"bi-weekly",0.5,12,6.4576,0.2479,0.036969652,"Aryal et al., 2015","Aryal et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
161,NA,NA,"CALAKMUL","ASF_20YR",18.6201,-89.507,0,"Mexico",24.67916679,1005,"Tropical",1.818333333,7.65,22.5,29.58333333,15.03333333,54.46666667,-0.610377754,20,"secondary","mid","semi-evergreen tropical forest","previous agriculture (slash and burn)","Lysiloma latisiliquum (L.) Benth. (d), Bursera simaruba (L.) Sarg. (d), Trophis racemosa (L.) Urb.","broadleaf","2012-2014",2,NA,"bi-weekly",0.5,12,6.4031,0.2471,0.037156777,"Aryal et al., 2015","Aryal et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,"CALAKMUL","PF_NONSLASHED",18.6201,-89.507,0,"Mexico",24.67916679,1005,"Tropical",1.818333333,7.65,22.5,29.58333333,15.03333333,54.46666667,-0.610377754,NA,"old-growth","old","semi-evergreen tropical forest",NA,"Manilkara zapota (L.) van Royen (e), Pouteria reticulata reticulata (Engl.) Eyma (","broadleaf","2012-2014",2,NA,"bi-weekly",0.5,12,5.2651,0.4231,0.074382054,"Aryal et al., 2015","Aryal et al., 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,"MORGAN-MONROE_STATE_FOREST","MMSF1",39.316667,-86.416667,0,"USA",11.10833359,1098,"Temperate",1.506666667,4.8,13.15,5.183333333,73.28333333,17.73333333,-1.229997758,70,"secondary","mid","secondary successional broadleaf deciduous forest at the maple-beech to oak-hickory transition zone","some timber harvests in the vicinity of the flux tower on a 20-25 year rotation for several decades","Maple, beech, oak, hickory","broadleaf","1998-1998",1,0.81,"bi-monthly",0.5,20,3.968,0.286,0.067230842,"Ehman et al., 2002","Curtis et al., 2002",NA,NA,5.2,NA,34,40,26,"Ehman et al., 2002, Curtis et al., 2002",1
164,NA,NA,"MORGAN-MONROE_STATE_FOREST","MMSF2",39.316667,-86.416667,0,"USA",11.10833359,1098,"Temperate",1.506666667,4.8,13.15,5.183333333,73.28333333,17.73333333,-1.229997758,70,"secondary","mid","secondary successional broadleaf deciduous forest at the maple-beech to oak-hickory transition zone","some timber harvests in the vicinity of the flux tower on a 20-25 year rotation for several decades","Maple, beech, oak, hickory","broadleaf","1999-1999",1,0.81,"bi-monthly",0.5,20,4.212,0.292,0.064831261,"Ehman et al., 2002","Curtis et al., 2002",NA,NA,5.2,NA,34,40,26,"Ehman et al., 2002, Curtis et al., 2002",1
165,NA,NA,"Ankasa","ANK-01",5.26818081,-2.69416076,0,"Ghana",26.34166718,1876,"Tropical",0.883333333,4.766666667,5.2,69.43333333,7.166666667,16.3,1.449201952,NA,"old-growth","old","Tropical rainforst","Old-growth",NA,"broadleaf","2012-2013",2,1,"monthly",0.25,25,5.904388745,0.748684596,0.112532142,"Moore et al., 2018","",NA,1.67667,4.27,2.448755,63.1373,21.5777,15.28499,"this study",1
166,NA,NA,"Ankasa","ANK-01",5.26818081,-2.69416076,0,"Ghana",26.34166718,1876,"Tropical",0.883333333,4.766666667,5.2,69.43333333,7.166666667,16.3,1.449201952,NA,"old-growth","old","Tropical rainforst","Old-growth",NA,"broadleaf","2016-2019",4,1,"monthly",0.25,25,5.899354355,1.077008133,0.154379612,"this study","Malhi et al., 2021",NA,1.67667,4.27,2.448755,63.1373,21.5777,15.28499,"this study",1
167,NA,NA,"Ankasa","ANK-02",5.26894201,-2.69553981,0,"Ghana",26.34166718,1876,"Tropical",0.916666667,4.8,5.383333333,70.21666667,7.1,15.36666667,1.519385038,NA,"old-growth","old","Pleistocene refuge, moist forest, away from river","Old-growth",NA,"broadleaf","2012-2013",2,1,"monthly",0.25,25,5.396354063,0.650119153,0.107520389,"Moore et al., 2018","",NA,1.67667,4.27,2.448755,63.1373,21.5777,15.28499,"this study",1
168,NA,NA,"Ankasa","ANK-02",5.26894201,-2.69553981,0,"Ghana",26.34166718,1876,"Tropical",0.916666667,4.8,5.383333333,70.21666667,7.1,15.36666667,1.519385038,NA,"old-growth","old","Pleistocene refuge, moist forest, away from river","Old-growth",NA,"broadleaf","2016-2019",4,1,"monthly",0.25,25,5.278055753,0.766980571,0.126877744,"this study","Malhi et al., 2021",NA,1.67667,4.27,2.448755,63.1373,21.5777,15.28499,"this study",1
169,NA,NA,"Jenaro Herrera","JEN-11",-4.8781,-73.6295,0,"Peru",26.32083321,2584,"Tropical",1.648333333,4.15,15.01666667,16.68333333,33.65,25.51666667,-0.424921616,NA,"old-growth","old","Wet forest; seasonally inundated","Old-growth",NA,"broadleaf","2010-2013",4,1,"two-week",0.25,25,7.731181798,1.411842498,0.15441745,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
170,NA,NA,"Jenaro Herrera","JEN-11",-4.8781,-73.6295,0,"Peru",26.32083321,2584,"Tropical",1.648333333,4.15,15.01666667,16.68333333,33.65,25.51666667,-0.424921616,NA,"old-growth","old","Wet forest; seasonally inundated","Old-growth",NA,"broadleaf","2015-2016",2,1,"two-week",0.25,25,4.649162657,0.883853124,0.15974166,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
171,NA,NA,"Jenaro Herrera","JEN-12",-4.899,-73.6276,0,"Peru",26.31666756,2588,"Tropical",1.666666667,4.083333333,11.76666667,19.28333333,33.5,29.21666667,-0.415498158,NA,"old-growth","old","Wet forest; seasonally inundated","Old-growth",NA,"broadleaf","2013-2016",4,1,"two-week",0.25,25,5.910016122,0.692137531,0.104835114,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
172,NA,NA,"Kakum","KAK-26",5.5669418,-1.2954429,0,"Ghana",25.98749924,1489,"Tropical",1.536666667,5.8,44.56666667,27.78333333,26.4,34.51666667,-0.217005979,NA,"old-growth","old","Tropical moist forest","Old-growth",NA,"broadleaf","2015-2017",3,0.36,"two-week",0.25,9,7.669189792,0.879474924,0.102878631,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
173,NA,NA,"Kakum","KAK-39",5.50355206,-1.2780678,0,"Ghana",26.02083397,1462,"Tropical",1.075,5.8,44.65,23.86666667,31.93333333,34.53333333,-0.369442256,NA,"secondary","mid","Tropical moist forest","Logged Forest",NA,"broadleaf","2015-2017",3,0.36,"two-week",0.25,9,6.512939696,0.570187349,0.080499382,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
174,NA,NA,"Kosnipata","ESP-01",-13.1751,-71.5948,0,"Peru",12.84583378,353,"Tropical",1.74,6.1,19.66666667,35.21666667,33.61666667,17.85,0.679515947,NA,"old-growth","old","Tropical montane cloud forest","Intact",NA,"broadleaf","2009-2011",3,1,"two-week",0.25,25,3.972506247,0.468352414,0.105464382,"this study","Malhi et al., 2021",NA,14.8,4.17,3.525,1.37,58.63,40,"this study",1
175,NA,NA,"Kosnipata","SPD-02",-13.0491,-71.5365,0,"Peru",20.22083282,2129,"Tropical",2.343333333,4.9,13.35,31.18333333,19.78333333,32.38333333,-0.037760123,NA,"old-growth","old","Tropical montane cloud forest","Intact",NA,"broadleaf","2007-2010",4,1,"two-week",0.25,25,7.20562358,0.72219318,0.091096099,"this study","Malhi et al., 2021",NA,8.8,3.75,4.221,37.51,44.71,17.79,"this study",1
176,NA,NA,"Kosnipata","WAY-01",-13.1908,-71.5874,0,"Peru",12.88749981,345,"Tropical",1.93,5.916666667,17.93333333,38.58333333,31.6,18.66666667,0.726081002,NA,"secondary","mid","Tropical montane cloud forest","Possibly recovering from fire",NA,"broadleaf","2009-2010",2,1,"two-week",0.25,25,3.556374235,0.706709271,0.165774203,"this study","Malhi et al., 2021",NA,8.8,4,4.254,43.65,39.85,16.5,"this study",1
177,NA,NA,"Las Cuevas","BLZ-11",16.7298101,-88.98848545,0,"Belize",23.28750038,2296,"Tropical",2.863333333,6.583333333,13.68333333,10.9,17.71666667,68.95,-1.844618815,NA,"secondary","mid","Submontane moist broadleaf","Logged- Logging experiment 1994",NA,"broadleaf","2016-2016",1,1,"monthly",0.25,25,7.178600157,0.92938119,0.114625472,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
178,NA,NA,"Las Cuevas","BLZ-12",16.73054014,-88.98585817,0,"Belize",23.28750038,2296,"Tropical",2.83,6.5,13.65,10.41666667,17.36666667,68.95,-1.889974517,NA,"secondary","mid","Submontane moist broadleaf","historical logging",NA,"broadleaf","2016-2016",1,1,"monthly",0.25,25,8.171675976,1.020059104,0.110975686,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
179,NA,NA,"Maliau Basin Conservation Area","MLA-01",4.74737,117.7000175,0,"Malaysia",24.44583321,2151,"Tropical",1.695,5,12.53333333,27.51666667,26.15,35.36666667,-0.250977875,NA,"old-growth","old","Wet forest, clay soils, dipterocarp dominated","Old growth",NA,"broadleaf","2012-2012",1,1,"monthly",0.25,25,6.809339557,0.05140039,0.00749196,"this study","Malhi et al., 2021",NA,0.84167,3.990556,3.64,43.52972,22.56071,33.90958,"this study",1
180,NA,NA,"Maliau Basin Conservation Area","MLA-02",4.753735,117.6099613,0,"Malaysia",24.25416756,2201,"Tropical",1.676666667,5.05,12,31.58333333,22.8,32.28333333,-0.021921546,NA,"old-growth","old","Wet forest, clay soils, dipterocarp dominated","Old growth",NA,"broadleaf","2012-2012",1,1,"monthly",0.25,25,6.915453257,0.104366184,0.01486736,"this study","Malhi et al., 2021",NA,1.26111,4.261111,4.32,35.66744,19.90066,44.4319,"this study",1
181,NA,NA,"Mondah","MNG-03",0.57151,9.3283375,0,"Gabon",25.72083282,2971,"Tropical",1.483333333,4.8,9.233333333,46.23333333,12.68333333,16.11666667,1.053847105,NA,"late-successional","mid","Tropical rainforest","Okoume monodominant late secondary",NA,"broadleaf","2013-2014",2,1,"two-week",0.25,25,8.138015433,0.09634099,0.011699881,"this study","Malhi et al., 2021",NA,1.41666667,4.168333333,2.603891855,NA,NA,NA,"this study",1
182,NA,NA,"Mondah","MNG-04",0.576685,9.323655,0,"Gabon",25.73333359,2980,"Tropical",1.4,4.8,8.816666667,44.51666667,13.76666667,17.26666667,0.94708579,NA,"late-successional","mid","Tropical rainforest","Moxed forest late secondary",NA,"broadleaf","2013-2014",2,1,"two-week",0.25,25,7.129187635,0.203932118,0.027809735,"this study","Malhi et al., 2021",NA,1.16056,4.423333,3.015208,80.26371,10.46789,9.268394,"this study",1
183,NA,NA,"SAFE","SAF-01",4.731845,117.6184175,0,"Malaysia",24.84583282,2170,"Tropical",1.818333333,5,12.71666667,30.4,24.83333333,31.36666667,-0.03130315,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2012-2012",1,1,"monthly",0.25,25,4.230628722,0.026811404,0.006297541,"this study","Malhi et al., 2021",NA,1.36611,4.342778,5.93766,49.46035,19.9627,30.57695,"this study",1
184,NA,NA,"SAFE","SAF-01",4.731845,117.6184175,0,"Malaysia",24.84583282,2170,"Tropical",1.818333333,5,12.71666667,30.4,24.83333333,31.36666667,-0.03130315,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2014-2015",2,1,"monthly",0.25,25,4.606652392,0.136592335,0.028797235,"this study","Malhi et al., 2021",NA,1.36611,4.342778,5.93766,49.46035,19.9627,30.57695,"this study",1
185,NA,NA,"SAFE","SAF-02",4.73927,117.6175375,0,"Malaysia",24.20416641,2194,"Tropical",1.71,5.116666667,13.16666667,29.73333333,24.65,31.41666667,-0.055069787,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2012-2012",1,1,"monthly",0.25,25,3.442142039,0.104529273,0.029472501,"this study","Malhi et al., 2021",NA,0.64444,4.261111,5.111925,44.49041,19.52226,35.98733,"this study",1
186,NA,NA,"SAFE","SAF-02",4.73927,117.6175375,0,"Malaysia",24.20416641,2194,"Tropical",1.71,5.116666667,13.16666667,29.73333333,24.65,31.41666667,-0.055069787,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2014-2015",2,1,"monthly",0.25,25,4.235328302,0.22968858,0.051441817,"this study","Malhi et al., 2021",NA,0.64444,4.261111,5.111925,44.49041,19.52226,35.98733,"this study",1
187,NA,NA,"SAFE","SAF-03",4.69219,117.5876838,0,"Malaysia",25.24583244,2157,"Tropical",1.803333333,5,12.45,29.13333333,25.63333333,31.8,-0.087583296,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2012-2015",4,1,"monthly",0.25,25,5.946819508,0.117974641,0.019452373,"this study","Malhi et al., 2021",NA,1.03556,3.804444,3.265346,46.21258,22.34232,31.44511,"this study",1
188,NA,NA,"SAFE","SAF-04",4.7650625,117.7000175,0,"Malaysia",24.74166679,2140,"Tropical",1.58,4.966666667,12.45,29.56666667,28.58333333,30.18333333,-0.020642295,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2012-2013",2,1,"monthly",0.25,25,3.675795516,0.271184737,0.06870689,"this study","Malhi et al., 2021",NA,1.64333,4.167222,0.5612763,65.57098,9.521494,24.90753,"this study",1
189,NA,NA,"SAFE","SAF-05",4.71623925,117.6099613,0,"Malaysia",25.39999962,2154,"Tropical",1.711666667,5,12.5,31.56666667,25.4,30.01666667,0.050348929,NA,"secondary","mid","Wet forest","Logged, will possibly become a fragment in 2020",NA,"broadleaf","2012-2015",4,1,"two-week",0.25,25,4.338724888,0.09182221,0.020724802,"this study","Malhi et al., 2021",NA,1.96111,4.847222,5.470191,20.8436,27.44939,51.707,"this study",1
190,NA,NA,"Santarem-Belterra","STB-08",-2.693239,-54.495399,0,"Brazil",25.60000038,1916,"Tropical",1.408333333,4.2,6.05,8.8,9.266666667,78.78333333,-2.191949747,NA,"secondary","mid","Moist tropical forest","Logged",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,8.849216445,1.224772422,0.121577703,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
191,NA,NA,"Santarem-Belterra","STD-05",-2.714339,-54.7486,0,"Brazil",25.92499924,1971,"Tropical",1.383333333,4.45,7.133333333,37.88333333,5.4,42.13333333,-0.106327931,NA,"early-successional","young","Moist tropical forest","Logged-and-Burned",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,7.92552548,1.660175357,0.173192903,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
192,NA,NA,"Santarem-Belterra","STD-10",-2.725939,-54.776599,0,"Brazil",25.85416603,1941,"Tropical",1.416666667,4.5,7.55,22.86666667,9.7,45.36666667,-0.685097375,NA,"secondary","mid","Moist tropical forest","Logged-and-Burned",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,4.607677259,1.231141963,0.210854612,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,"Santarem-Belterra","STD-11",-2.705509,-54.785999,0,"Brazil",25.76666641,1948,"Tropical",1.396666667,4.45,6.716666667,10.5,10.46666667,70.86666667,-1.90942492,NA,"secondary","mid","Moist tropical forest","Secondary",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,5.039053876,1.973803886,0.281455001,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
194,NA,NA,"Santarem-Belterra","STJ-01",-3.002269,-54.894599,0,"Brazil",25.82500076,1861,"Tropical",1.183333333,4.05,6.916666667,34.66666667,7.583333333,40.85,-0.164128211,NA,"secondary","mid","Moist tropical forest","Logged",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,6.942527831,0.656320351,0.086371031,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,NA,"Santarem-Belterra","STJ-04",-3.019829,-54.856601,0,"Brazil",25.84166718,1835,"Tropical",1.15,4.1,6.266666667,41.98333333,8.466666667,40.81666667,0.028182219,NA,"secondary","mid","Moist tropical forest","Logged",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,5.557785176,1.608587631,0.224463292,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,NA,"Santarem-Belterra","STJ-05",-2.983669,-54.878501,0,"Brazil",25.93333244,1863,"Tropical",1.316666667,4.25,7.216666667,20.08333333,9.966666667,55.16666667,-1.010468622,NA,"early-successional","young","Moist tropical forest","Logged-and-Burned, <20 years old at time of sampling, disturbance in 1998, wildfire 2015",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,6.90223631,0.824152678,0.106667252,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,"Santarem-Belterra","STN-02",-3.30537,-54.911998,0,"Brazil",25.69583321,1829,"Tropical",1.233333333,4,6.633333333,42.1,5.666666667,33.68333333,0.223044586,NA,"early-successional","young","Moist tropical forest","Logged-and-Burned, disturbance in 2002",NA,"broadleaf","2015-2016",2,0.25,"two-week",0.25,6,8.626283184,0.339543373,0.037870839,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,NA,"Santarem-Belterra","STN-03",-3.30009,-54.890201,0,"Brazil",25.70416641,1830,"Tropical",1.258333333,4.05,5.85,51.26666667,6.3,26.75,0.650506295,NA,"secondary","mid","Moist tropical forest","Secondary",NA,"broadleaf","2015-2015",1,0.25,"two-week",0.25,6,9.552092749,0.268947906,0.027384868,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,NA,"Santarem-Belterra","STN-04",-3.282649,-54.854198,0,"Brazil",25.92083359,1815,"Tropical",1.183333333,4.016666667,5.966666667,62.8,7.75,22.5,1.026439764,NA,"secondary","mid","Moist tropical forest","Secondary",NA,"broadleaf","2015-2018",4,0.25,"two-week",0.25,6,6.246437504,0.765804618,0.109209666,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,NA,"Santarem-Belterra","STN-06",-3.25688,-54.888301,0,"Brazil",25.84583282,1824,"Tropical",1.2,4.116666667,6.4,51.55,6.733333333,25.11666667,0.719020574,NA,"secondary","mid","Moist tropical forest","Secondary",NA,"broadleaf","2015-2017",3,0.25,"two-week",0.25,6,8.954646004,0.499057453,0.052789624,"this study","Malhi et al., 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA
